"タイトル","公開日","URL","長さ","科目","対象","No"
"理科(動物 細胞)","2017-11-12T00:03:37.000Z","https://www.youtube.com/watch?v=87Wa5ypc8uQ","00:14:03","理科","中学3年",
"理科(植物の分類)","2017-11-14T06:25:46.000Z","https://www.youtube.com/watch?v=DzJEa3fZex8","00:16:50","理科","中学3年",
"理科(質量パ-セント濃度 熱量)","2017-11-28T05:50:07.000Z","https://www.youtube.com/watch?v=JKLEuB1LFqU","00:17:26","理科","中学3年",
"理科(電気 直列並列)","2017-12-04T06:26:57.000Z","https://www.youtube.com/watch?v=AeN16nqxPNM","00:23:39","理科","中学3年",
"理科(圧力 水圧)","2017-12-06T07:53:30.000Z","https://www.youtube.com/watch?v=J2z9W5oJo9g","00:18:49","理科","中学3年",
"理科(血液 尿)","2017-12-16T08:06:19.000Z","https://www.youtube.com/watch?v=Gi_D-mW1cMw","00:12:02","理科","中学3年",
"高校受験対策 火星と金星","2020-01-01T16:15:00.000Z","https://www.youtube.com/watch?v=VHzX5eTaeks","00:10:57","理科","中学3年",
"6章-1空間図形","2017-10-25T05:50:39.000Z","https://www.youtube.com/watch?v=cUFzxJN93is","00:13:42","数学","中学1年","1"
"6章-2空間図形","2017-10-26T07:51:23.000Z","https://www.youtube.com/watch?v=QnTseo4x6nY","00:11:19","数学","中学1年","2"
"6章-3空間図形","2017-10-27T06:47:38.000Z","https://www.youtube.com/watch?v=WWKz83OCK8U","00:13:10","数学","中学1年","3"
"6章-4空間図形","2017-10-30T06:35:37.000Z","https://www.youtube.com/watch?v=wntur__qkZ4","00:12:58","数学","中学1年","4"
"6章-5空間図形","2017-10-31T07:41:42.000Z","https://www.youtube.com/watch?v=3d6FH3B7BQA","00:12:45","数学","中学1年","5"
"6章-6空間図形","2017-11-02T07:56:12.000Z","https://www.youtube.com/watch?v=F94nYuOy2B0","00:13:18","数学","中学1年","6"
"6章-7空間図形","2017-11-06T05:14:19.000Z","https://www.youtube.com/watch?v=47-vg3ObyDk","00:11:28","数学","中学1年","7"
"6章-8空間図形","2017-11-07T06:00:03.000Z","https://www.youtube.com/watch?v=a56j9P9DwQQ","00:14:00","数学","中学1年","8"
"6章-1円周角の定理","2017-10-17T06:20:41.000Z","https://www.youtube.com/watch?v=vtELfkAbusA","00:15:39","数学","中学3年","1"
"6章-2円周角の定理","2017-10-18T05:56:58.000Z","https://www.youtube.com/watch?v=exCm8Pglnbk","00:11:33","数学","中学3年","2"
"6章-3円周角の定理","2017-10-19T07:42:00.000Z","https://www.youtube.com/watch?v=OHrBmFOsmiM","00:08:46","数学","中学3年","3"
"6章-4円周角の定理","2017-10-20T07:39:03.000Z","https://www.youtube.com/watch?v=NwFQIvsUozM","00:12:45","数学","中学3年","4"
"6章-5円周角の定理","2017-10-23T05:19:59.000Z","https://www.youtube.com/watch?v=tNgjDkbw4VQ","00:13:29","数学","中学3年","5"
"5章-1平面図形","2017-10-05T06:57:07.000Z","https://www.youtube.com/watch?v=sHQmDrXYErY","00:09:24","数学","中学1年","1"
"5章-2平面図形","2017-10-06T06:59:20.000Z","https://www.youtube.com/watch?v=9xNMXV-udkU","00:13:20","数学","中学1年","2"
"5章-3平面図形","2017-10-11T06:15:51.000Z","https://www.youtube.com/watch?v=f-Kc6tgbJmI","00:13:53","数学","中学1年","3"
"5章-4平面図形","2017-10-12T06:55:29.000Z","https://www.youtube.com/watch?v=somYbik53H0","00:10:18","数学","中学1年","4"
"5章-5平面図形","2017-10-13T07:49:17.000Z","https://www.youtube.com/watch?v=WlSkoKnUfRo","00:12:26","数学","中学1年","5"
"5章-6平面図形","2017-10-16T07:44:24.000Z","https://www.youtube.com/watch?v=biOe1cDuVNg","00:15:43","数学","中学1年","6"
"5章-1図形の性質と証明","2017-09-25T09:31:03.000Z","https://www.youtube.com/watch?v=UHTl0DwwSDM","00:12:46","数学","中学2年","1"
"5章-2図形の性質と証明","2017-09-27T06:27:43.000Z","https://www.youtube.com/watch?v=9dxplirv6xQ","00:12:22","数学","中学2年","2"
"5章-3図形の性質と証明","2017-09-29T07:32:22.000Z","https://www.youtube.com/watch?v=0tFVkC9BZiQ","00:11:17","数学","中学2年","3"
"5章-4図形の性質と証明","2017-10-02T06:04:14.000Z","https://www.youtube.com/watch?v=s7YcCXACh8E","00:11:04","数学","中学2年","4"
"5章-5図形の性質と証明","2017-10-03T05:25:42.000Z","https://www.youtube.com/watch?v=oiqgauxzs4M","00:12:46","数学","中学2年","5"
"5章-6図形の性質と証明","2017-10-04T07:30:50.000Z","https://www.youtube.com/watch?v=zfjijOb-cK8","00:10:54","数学","中学2年","6"
"5章-1相似","2017-09-07T04:09:59.000Z","https://www.youtube.com/watch?v=z4IglKfXeAY","00:08:39","数学","中学3年","1"
"5章-2相似","2017-09-08T06:50:45.000Z","https://www.youtube.com/watch?v=2d_w-p5t1-Y","00:11:29","数学","中学3年","2"
"5章-3相似","2017-09-09T06:31:12.000Z","https://www.youtube.com/watch?v=JFNMFmuaHXk","00:10:51","数学","中学3年","3"
"5章-4相似","2017-09-12T06:08:31.000Z","https://www.youtube.com/watch?v=LbaiuzuhH2o","00:14:42","数学","中学3年","4"
"5章-5相似","2017-09-14T06:27:42.000Z","https://www.youtube.com/watch?v=5s2oon4Us2Y","00:11:41","数学","中学3年","5"
"5章-6相似","2017-09-15T10:06:17.000Z","https://www.youtube.com/watch?v=qakEj8ToYGA","00:12:13","数学","中学3年","6"
"5章-7相似","2017-09-16T07:49:41.000Z","https://www.youtube.com/watch?v=_nY1tH2V8EA","00:12:20","数学","中学3年","7"
"数Ⅲ-50 分数関数とそのグラフ(1)","2017-08-12T03:48:27.000Z","https://www.youtube.com/watch?v=X4FdYuQwtIc","00:11:58","数学","高校生","50"
"数Ⅲ-51 分数関数とそのグラフ(2)","2017-08-12T03:38:31.000Z","https://www.youtube.com/watch?v=vK-SYEsNATs","00:12:30","数学","高校生","51"
"数Ⅲ-52 分数不等式とグラフ","2017-08-14T05:15:09.000Z","https://www.youtube.com/watch?v=OHByNVsjdSE","00:14:07","数学","高校生","52"
"数Ⅲ-53 分数関数の決定","2017-08-16T05:40:41.000Z","https://www.youtube.com/watch?v=m8_ye5wzHxY","00:06:37","数学","高校生","53"
"数Ⅲ-54 無理関数とそのグラフ(1)","2017-08-17T06:55:32.000Z","https://www.youtube.com/watch?v=C5JdMq6iO70","00:10:20","数学","高校生","54"
"数Ⅲ-55 無理関数とそのグラフ(2)","2017-08-18T07:19:34.000Z","https://www.youtube.com/watch?v=Q7PLYPAiEK0","00:07:44","数学","高校生","55"
"数Ⅲ-56 無理不等式とグラフ","2017-08-19T07:44:53.000Z","https://www.youtube.com/watch?v=Uvi20XlUKi0","00:10:22","数学","高校生","56"
"数Ⅲ-57 無理方程式の解の個数","2017-08-22T06:18:03.000Z","https://www.youtube.com/watch?v=c6UOtZ_ztW0","00:09:42","数学","高校生","57"
"数Ⅲ-58 逆関数(1)","2017-08-24T07:19:56.000Z","https://www.youtube.com/watch?v=vp9sg2tP04I","00:10:05","数学","高校生","58"
"数Ⅲ-59 逆関数(2)","2017-08-26T05:29:42.000Z","https://www.youtube.com/watch?v=EMJMGltEefc","00:09:36","数学","高校生","59"
"数Ⅲ-60 逆関数(3)","2017-08-29T06:51:10.000Z","https://www.youtube.com/watch?v=3g2iRYEicZs","00:10:07","数学","高校生","60"
"数Ⅲ-61 逆関数(4)","2017-08-30T06:27:42.000Z","https://www.youtube.com/watch?v=UnDVCLVtQak","00:10:30","数学","高校生","61"
"数Ⅲ-62 合成関数(1)","2017-09-01T05:50:12.000Z","https://www.youtube.com/watch?v=-JOONQlc_N0","00:08:18","数学","高校生","62"
"数Ⅲ-63 合成関数(2)","2017-09-02T08:46:23.000Z","https://www.youtube.com/watch?v=sGx4FNRXlVA","00:11:29","数学","高校生","63"
"数Ⅲ-64 合成関数(3)","2017-09-05T07:23:51.000Z","https://www.youtube.com/watch?v=Bg2FqJ2oUGQ","00:11:47","数学","高校生","64"
"数Ⅲ-65 数列の極限(1)","2018-02-17T06:00:21.000Z","https://www.youtube.com/watch?v=RDq6YDcgj6Q","00:10:48","数学","高校生","65"
"数Ⅲ-66 数列の極限(2)","2018-02-19T05:23:10.000Z","https://www.youtube.com/watch?v=s1vYewlQMgE","00:10:42","数学","高校生","66"
"数Ⅲ-67 数列の極限(3)","2018-02-20T07:10:22.000Z","https://www.youtube.com/watch?v=zLsDgVO_75U","00:15:28","数学","高校生","67"
"数Ⅲ-68 数列の極限(4) はさみうちの原理","2018-02-21T08:17:53.000Z","https://www.youtube.com/watch?v=dZQVHDV1k5I","00:07:50","数学","高校生","68"
"数Ⅲ-69 数列の極限(5)(無限等比数列)","2018-02-22T07:28:17.000Z","https://www.youtube.com/watch?v=zY2rzNqEBcc","00:11:01","数学","高校生","69"
"数Ⅲ-70 数列の極限(6)(無限等比数列)","2018-02-23T09:46:26.000Z","https://www.youtube.com/watch?v=qQQt_Efcj9w","00:13:58","数学","高校生","70"
"数Ⅲ-71 数列の極限(7)(無限等比数列)","2018-02-24T06:06:11.000Z","https://www.youtube.com/watch?v=ZDXAmIlrZmE","00:13:27","数学","高校生","71"
"数Ⅲ-72 数列の極限(8)(無限級数)","2018-02-27T04:09:39.000Z","https://www.youtube.com/watch?v=sncQosu5Fno","00:12:44","数学","高校生","72"
"数Ⅲ-73 数列の極限(9)(無限等比級数)","2018-02-28T05:07:57.000Z","https://www.youtube.com/watch?v=6yQt1fivbXM","00:07:58","数学","高校生","73"
"数Ⅲ-74 数列の極限(10)(無限等比級数)","2018-03-01T05:54:56.000Z","https://www.youtube.com/watch?v=no2pXLG4qyo","00:11:21","数学","高校生","74"
"数Ⅲ-75 循環小数","2018-03-04T06:14:41.000Z","https://www.youtube.com/watch?v=TstMSeWY2Rk","00:09:23","数学","高校生","75"
"数Ⅲ-76 関数の極限(1)","2018-03-07T07:21:24.000Z","https://www.youtube.com/watch?v=ZGKwMSeOyPY","00:07:24","数学","高校生","76"
"数Ⅲ-77 関数の極限(2)","2018-03-08T06:26:25.000Z","https://www.youtube.com/watch?v=sD8YGyklo7k","00:11:12","数学","高校生","77"
"数Ⅲ-78 関数の極限(3)(右側左側)","2018-03-11T07:18:15.000Z","https://www.youtube.com/watch?v=6y6kdMfeAKM","00:11:18","数学","高校生","78"
"数Ⅲ-79 関数の極限(4)","2018-03-13T07:03:06.000Z","https://www.youtube.com/watch?v=t1R5loiRPQ4","00:11:30","数学","高校生","79"
"数Ⅲ-80 関数の極限(5)(指数関数)","2018-03-24T04:29:29.000Z","https://www.youtube.com/watch?v=oJfCKFsUS-Q","00:10:57","数学","高校生","80"
"数Ⅲ-81 関数の極限(6)(対数関数)","2018-03-26T07:50:40.000Z","https://www.youtube.com/watch?v=iV1-SMVE4dI","00:09:58","数学","高校生","81"
"数Ⅲ-82 三角関数と極限(1)","2018-03-27T06:50:47.000Z","https://www.youtube.com/watch?v=I2VkLTShVEI","00:10:51","数学","高校生","82"
"数Ⅲ-83 三角関数と極限(2)","2018-03-29T08:24:38.000Z","https://www.youtube.com/watch?v=nAEAjK02s_U","00:10:26","数学","高校生","83"
"数Ⅲ-84 三角関数と極限(3)","2018-04-01T07:45:44.000Z","https://www.youtube.com/watch?v=t8vcqnrvF_8","00:08:44","数学","高校生","84"
"数Ⅲ-85 関数の決定問題","2018-04-03T09:05:08.000Z","https://www.youtube.com/watch?v=ZM5mZ1kFckc","00:08:14","数学","高校生","85"
"数Ⅲ-86 関数の連続性(1)","2018-04-07T04:45:08.000Z","https://www.youtube.com/watch?v=trS8Vk_jcPk","00:08:26","数学","高校生","86"
"数Ⅲ-87 関数の連続性(2)","2018-04-09T06:58:09.000Z","https://www.youtube.com/watch?v=uswojfsqMKs","00:15:14","数学","高校生","87"
"数Ⅲ-88 関数の連続性(3)","2018-04-13T07:25:47.000Z","https://www.youtube.com/watch?v=zN8-QWqJL94","00:09:54","数学","高校生","88"
"数Ⅲ-89 中間値の定理","2018-04-22T10:09:54.000Z","https://www.youtube.com/watch?v=ejVmuYvMiDk","00:10:44","数学","高校生","89"
"4章-1比例 反比例","2017-08-02T06:59:56.000Z","https://www.youtube.com/watch?v=ycAGP4KFazY","00:13:02","数学","中学1年","1"
"4章-2比例 反比例","2017-08-03T07:40:40.000Z","https://www.youtube.com/watch?v=wvsAGzfiAs8","00:12:29","数学","中学1年","2"
"4章-3比例 反比例","2017-08-04T05:31:55.000Z","https://www.youtube.com/watch?v=Fr1UcRxZ-gU","00:09:16","数学","中学1年","3"
"4章-5比例 反比例","2017-08-07T06:03:19.000Z","https://www.youtube.com/watch?v=zp14aM24qnc","00:11:36","数学","中学1年","5"
"4章-6比例 反比例","2017-08-08T02:57:02.000Z","https://www.youtube.com/watch?v=94cx23uKUGs","00:18:44","数学","中学1年","6"
"4章-1多角形の角","2017-07-27T02:53:00Z","https://www.youtube.com/watch?v=o5XVmRVclwM","00:15:11","数学","中学2年","1"
"4章-2多角形の角","2017-07-27T02:53:00Z","https://www.youtube.com/watch?v=IcJfnF6Bxh8","00:09:58","数学","中学2年","2"
"4章-3多角形の角","2017-07-27T02:53:00Z","https://www.youtube.com/watch?v=JzYsAPPGcN8","00:14:14","数学","中学2年","3"
"4章-4多角形の角","2017-07-27T02:53:00Z","https://www.youtube.com/watch?v=zfxUWYKGCTo","00:07:41","数学","中学2年","4"
"4章-5多角形の角","2017-07-29T05:45:38Z","https://www.youtube.com/watch?v=-lU2agsn7rQ","00:10:34","数学","中学2年","5"
"4章-6多角形の角","2017-08-01T05:16:04Z","https://www.youtube.com/watch?v=TV05o35fPdk","00:09:30","数学","中学2年","6"
"【リクエスト料理】簡単な生チョコ作ってみた♪","2017-07-12T07:10:06Z","https://www.youtube.com/watch?v=T_LoC9u6FDU","00:24:42","家庭","中学生",
"【打倒夏バテ】ピリ辛バンバンジ-とス-プを作ってみた","2017-07-12T07:14:17Z","https://www.youtube.com/watch?v=E3AW3gMKknY","00:16:30","家庭","中学生",
"簡単ロ-ストビ-フ作ってみた♪【クリスマス】","2017-12-08T06:56:15Z","https://www.youtube.com/watch?v=hxoMa4jWdK4","00:13:20","家庭","中学生",
"ホワイトチョコでガト-ショコラを作ってみたんだけど…【料理】","2018-02-10T11:41:24Z","https://www.youtube.com/watch?v=HAX6FQgcNb0","00:09:31","家庭","中学生",
"【まったりと】今まで答えられなかった相談に答えていきます","2018-09-08T09:10:25Z","https://www.youtube.com/watch?v=QFOJVaQOKsE","00:23:48","家庭","中学生",
"【ゆる料理】薄くして揚げるあれを子どもに作ってみた","2018-11-02T09:18:30Z","https://www.youtube.com/watch?v=AQtoZ1CgWRw","00:03:45","家庭","中学生",
"おでんの大根が好き。","2018-11-10T08:31:26Z","https://www.youtube.com/watch?v=3s7eQexGi-k","00:06:25","家庭","中学生",
"クリスマスだし、パパがケ-キ作ってあげるよ。","2019-12-24T06:34:50Z","https://www.youtube.com/watch?v=aI_OZoMj2v8","00:24:34","家庭","中学生",
"前期お疲れ様、カレ-食べるかい？","2020-02-26T07:59:41Z","https://www.youtube.com/watch?v=W8shpKFhIq4","00:29:01","家庭","中学生",
"【息子のご飯】チャ-シュ-でも食べようぜ","2020-04-11T00:56:40Z","https://www.youtube.com/watch?v=k1BEQghp_V0","00:05:50","家庭","中学生",
"4章-12次関数","2017-09-04T04:50:32Z","https://www.youtube.com/watch?v=tjCYN7NBPd0","00:07:43","数学","中学3年","1"
"4章-22次関数","2017-09-04T04:50:32Z","https://www.youtube.com/watch?v=7VETtXVVzOU","00:12:11","数学","中学3年","2"
"4章-32次関数","2017-09-04T04:50:32Z","https://www.youtube.com/watch?v=ewDV6ljb4OY","00:15:47","数学","中学3年","3"
"4章-42次関数","2017-07-07T05:11:15Z","https://www.youtube.com/watch?v=VC3aOgphuC4","00:13:18","数学","中学3年","4"
"4章-52次関数","2017-07-08T03:21:10Z","https://www.youtube.com/watch?v=Ry04KEy32P4","00:19:37","数学","中学3年","5"
"4章-62次関数","2017-07-09T06:16:41Z","https://www.youtube.com/watch?v=dEfaW9pNMKM","00:15:12","数学","中学3年","6"
"4章-72次関数","2017-07-10T06:17:59Z","https://www.youtube.com/watch?v=03DDdgW9uUQ","00:14:52","数学","中学3年","7"
"4章-82次関数","2017-07-11T04:45:32Z","https://www.youtube.com/watch?v=DGecz152v5E","00:17:37","数学","中学3年","8"
"3章-1方程式","2017-07-02T06:22:53Z","https://www.youtube.com/watch?v=eiC-R_k8v8w","00:13:52","数学","中学1年","1"
"3章-2方程式","2017-07-03T05:56:40Z","https://www.youtube.com/watch?v=eb-ldz_niH8","00:09:51","数学","中学1年","2"
"3章-3方程式","2017-07-03T06:01:05Z","https://www.youtube.com/watch?v=xj9Sj32VM1c","00:07:40","数学","中学1年","3"
"3章-11次関数","2017-06-28T07:14:57.000Z","https://www.youtube.com/watch?v=1KkDdcHTgs8","00:11:06","数学","中学2年","1"
"3章-21次関数","2017-06-28T07:25:56.000Z","https://www.youtube.com/watch?v=195pKdonZ10","00:14:00","数学","中学2年","2"
"3章-31次関数","2017-06-29T09:31:23.000Z","https://www.youtube.com/watch?v=W0sGnl3udGU","00:07:17","数学","中学2年","3"
"3章-41次関数","2017-06-30T09:58:29.000Z","https://www.youtube.com/watch?v=vmZB7dLjgc0","00:13:38","数学","中学2年","4"
"3章-51次関数","2017-07-01T03:00:04.000Z","https://www.youtube.com/watch?v=PCHU6LS781w","00:16:46","数学","中学2年","5"
"3章-12次方程式","2017-06-14T00:49:38.000Z","https://www.youtube.com/watch?v=Fli6EKZtXd8","00:15:16","数学","中学3年","1"
"3章-22次方程式","2017-06-14T00:49:44.000Z","https://www.youtube.com/watch?v=t5UUFdqwX88","00:14:16","数学","中学3年","2"
"3章-3(たすきがけ)2次方程式","2017-06-14T07:07:37.000Z","https://www.youtube.com/watch?v=xAt1H4IGk7g","00:14:06","数学","中学3年",
"3章-42次方程式","2017-06-15T05:14:50.000Z","https://www.youtube.com/watch?v=y3daFW5v7R4","00:11:13","数学","中学3年","4"
"3章-52次方程式","2017-06-19T07:26:00.000Z","https://www.youtube.com/watch?v=dCjJM8y6Y3o","00:16:52","数学","中学3年","5"
"3章-62次方程式","2017-06-20T07:58:19.000Z","https://www.youtube.com/watch?v=KC158Fqx2TU","00:10:12","数学","中学3年","6"
"3章-72次方程式","2017-06-21T07:07:40.000Z","https://www.youtube.com/watch?v=E4Y7Ie4pTAk","00:12:33","数学","中学3年","7"
"2章-1連立方程式","2017-06-08T07:12:02.000Z","https://www.youtube.com/watch?v=vjbooTHmoCY","00:16:22","数学","中学2年","1"
"2章-2連立方程式","2017-06-09T06:09:19.000Z","https://www.youtube.com/watch?v=DlmBIimbOtc","00:10:32","数学","中学2年","2"
"2章-3連立方程式","2017-06-09T10:42:03.000Z","https://www.youtube.com/watch?v=zwisWpoEEq0","00:10:21","数学","中学2年","3"
"2章-4連立方程式","2017-06-10T04:15:34.000Z","https://www.youtube.com/watch?v=mZ6zQawSFgQ","00:16:45","数学","中学2年","4"
"2章-1文字の式","2017-06-08T07:09:12.000Z","https://www.youtube.com/watch?v=u3Nl3YMOUjg","00:11:01","数学","中学1年","1"
"2章-2文字の式","2017-06-08T07:09:12.000Z","https://www.youtube.com/watch?v=Ly0YTijKK_M","00:12:23","数学","中学1年","2"
"2章-3文字の式","2017-06-08T07:09:12.000Z","https://www.youtube.com/watch?v=V5tcWHNFfXc","00:12:06","数学","中学1年","3"
"2章-4文字の式","2017-06-08T07:09:12.000Z","https://www.youtube.com/watch?v=WeVDo2S0SU8","00:13:22","数学","中学1年","4"
"2章-1平方根","2017-05-20T05:00:59.000Z","https://www.youtube.com/watch?v=gNfclr6M4Hw","00:11:42","数学","中学3年","1"
"2章-2平方根","2017-05-22T05:45:47.000Z","https://www.youtube.com/watch?v=wA6Zibne7_0","00:07:51","数学","中学3年","2"
"2章-3平方根","2017-05-23T05:20:05.000Z","https://www.youtube.com/watch?v=_aR-SHK804k","00:13:13","数学","中学3年","3"
"2章-4平方根","2017-05-23T10:12:38.000Z","https://www.youtube.com/watch?v=kpx2fDctlIY","00:13:00","数学","中学3年","4"
"テスト対策について式の展開と因数分解","2017-05-09T06:50:14.000Z","https://www.youtube.com/watch?v=B3QeU0yoRCo","00:05:33","数学","中学3年",
"1章-1式の展開と因数分解","2017-05-09T06:50:14.000Z","https://www.youtube.com/watch?v=Z4zttkSbWx4","00:16:59","数学","中学3年","1"
"1章-2式の展開と因数分解","2017-05-09T06:48:53.000Z","https://www.youtube.com/watch?v=6Dtd38ZrOXk","00:13:14","数学","中学3年","2"
"1章-3式の展開と因数分解","2017-05-13T04:59:36.000Z","https://www.youtube.com/watch?v=eBnHOOcl4LE","00:12:09","数学","中学3年","3"
"1章-4式の展開と因数分解","2017-05-15T05:52:43.000Z","https://www.youtube.com/watch?v=6U59FzgYWuE","00:09:30","数学","中学3年","4"
